Timestamp,Elapsed_Sec,Temp_A_K,Setpoint_K,Error_K,Heater_Pct,Rate,P_Gain,I_Gain,D_Gain,Range,Type,Stage
2026-09-04 17:37:17,36.5,330.0264,335.00,-4.9736,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:19,37.9,330.0200,335.00,-4.9800,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:20,39.3,330.0136,335.00,-4.9864,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:22,40.7,330.0075,335.00,-4.9925,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:23,42.1,330.0035,335.00,-4.9965,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:25,43.5,329.9997,335.00,-5.0003,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:26,44.9,329.9946,335.00,-5.0054,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:27,46.3,329.9897,335.00,-5.0103,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:29,47.7,329.9882,335.00,-5.0118,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:30,49.1,329.9856,335.00,-5.0144,0.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:32,50.5,329.9823,335.00,-5.0177,0.15,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:33,51.9,329.9776,335.00,-5.0224,0.48,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:34,53.3,329.9716,335.00,-5.0284,0.69,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:36,54.7,329.9663,335.00,-5.0337,0.85,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:37,56.1,329.9618,335.00,-5.0382,1.10,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:39,57.5,329.9573,335.00,-5.0427,1.41,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:40,58.9,329.9531,335.00,-5.0469,1.85,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:41,60.3,329.9483,335.00,-5.0517,2.44,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:43,61.7,329.9430,335.00,-5.0570,3.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:44,63.2,329.9373,335.00,-5.0627,3.57,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:46,64.6,329.9319,335.00,-5.0681,4.31,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:47,66.0,329.9262,335.00,-5.0738,5.07,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:48,67.4,329.9208,335.00,-5.0792,5.82,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:50,68.8,329.9148,335.00,-5.0852,6.72,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:51,70.2,329.9095,335.00,-5.0905,7.57,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:53,71.6,329.9043,335.00,-5.0957,8.62,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:54,73.0,329.8986,335.00,-5.1014,9.68,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:55,74.4,329.8928,335.00,-5.1072,10.74,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:57,75.8,329.8870,335.00,-5.1130,11.88,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:37:58,77.2,329.8818,335.00,-5.1182,13.04,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:00,78.6,329.8763,335.00,-5.1237,14.43,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:01,80.0,329.8702,335.00,-5.1298,15.72,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:02,81.4,329.8652,335.00,-5.1348,17.06,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:04,82.8,329.8592,335.00,-5.1408,18.56,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:05,84.2,329.8535,335.00,-5.1465,19.99,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:07,85.6,329.8477,335.00,-5.1523,21.64,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:08,87.0,329.8429,335.00,-5.1571,23.17,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:09,88.4,329.8375,335.00,-5.1625,24.82,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:11,89.8,329.8319,335.00,-5.1681,26.57,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:12,91.2,329.8265,335.00,-5.1735,28.31,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:14,92.6,329.8217,335.00,-5.1783,30.15,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:15,94.0,329.8176,335.00,-5.1824,31.91,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:16,95.4,329.8136,335.00,-5.1864,33.82,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:18,96.8,329.8088,335.00,-5.1912,35.80,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:19,98.2,329.8042,335.00,-5.1958,37.94,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:21,99.6,329.7997,335.00,-5.2003,40.10,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:22,101.0,329.7951,335.00,-5.2049,42.18,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:23,102.4,329.7899,335.00,-5.2101,44.41,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:25,103.8,329.7856,335.00,-5.2144,46.58,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:26,105.3,329.7812,335.00,-5.2188,49.01,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:28,106.7,329.7765,335.00,-5.2235,51.44,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:29,108.1,329.7724,335.00,-5.2276,53.70,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:30,109.5,329.7686,335.00,-5.2314,56.19,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:32,110.9,329.7645,335.00,-5.2355,58.67,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:33,112.3,329.7609,335.00,-5.2391,61.43,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:35,113.7,329.7570,335.00,-5.2430,64.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:36,115.1,329.7530,335.00,-5.2470,66.64,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:37,116.5,329.7498,335.00,-5.2502,69.30,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:39,117.9,329.7465,335.00,-5.2535,72.19,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:40,119.3,329.7424,335.00,-5.2576,75.14,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:42,120.7,329.7393,335.00,-5.2607,77.94,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:43,122.1,329.7358,335.00,-5.2642,80.81,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:45,123.5,329.7333,335.00,-5.2667,83.74,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:46,124.9,329.7315,335.00,-5.2685,86.76,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:47,126.3,329.7299,335.00,-5.2701,89.84,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:49,127.7,329.7285,335.00,-5.2715,92.80,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:50,129.1,329.7281,335.00,-5.2719,95.77,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:52,130.5,329.7274,335.00,-5.2726,99.09,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:53,131.9,329.7265,335.00,-5.2735,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:54,133.3,329.7264,335.00,-5.2736,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:56,134.7,329.7262,335.00,-5.2738,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:57,136.1,329.7265,335.00,-5.2735,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:38:59,137.5,329.7268,335.00,-5.2732,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:00,138.9,329.7277,335.00,-5.2723,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:01,140.3,329.7287,335.00,-5.2713,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:03,141.7,329.7304,335.00,-5.2696,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:04,143.2,329.7316,335.00,-5.2684,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:06,144.6,329.7335,335.00,-5.2665,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:07,146.0,329.7359,335.00,-5.2641,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:08,147.4,329.7390,335.00,-5.2610,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:10,148.8,329.7432,335.00,-5.2568,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:11,150.2,329.7462,335.00,-5.2538,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:13,151.6,329.7500,335.00,-5.2500,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:14,153.0,329.7542,335.00,-5.2458,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:15,154.4,329.7569,335.00,-5.2431,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:17,155.8,329.7566,335.00,-5.2434,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:18,157.2,329.7594,335.00,-5.2406,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:20,158.6,329.7629,335.00,-5.2371,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:21,160.0,329.7671,335.00,-5.2329,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:22,161.4,329.7720,335.00,-5.2280,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:24,162.8,329.7801,335.00,-5.2199,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:25,164.2,329.7881,335.00,-5.2119,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:27,165.6,329.7958,335.00,-5.2042,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:28,167.0,329.8033,335.00,-5.1967,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:29,168.4,329.8115,335.00,-5.1885,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:31,169.8,329.8191,335.00,-5.1809,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:32,171.2,329.8269,335.00,-5.1731,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:34,172.6,329.8350,335.00,-5.1650,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:35,174.0,329.8425,335.00,-5.1575,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:36,175.4,329.8507,335.00,-5.1493,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:38,176.8,329.8582,335.00,-5.1418,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:39,178.3,329.8658,335.00,-5.1342,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:41,179.7,329.8728,335.00,-5.1272,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:42,181.1,329.8798,335.00,-5.1202,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:43,182.5,329.8877,335.00,-5.1123,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:45,183.9,329.8956,335.00,-5.1044,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:46,185.3,329.9033,335.00,-5.0967,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:48,186.7,329.9113,335.00,-5.0887,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:49,188.1,329.9198,335.00,-5.0802,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:50,189.5,329.9280,335.00,-5.0720,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:52,190.9,329.9363,335.00,-5.0637,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:53,192.3,329.9448,335.00,-5.0552,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:55,193.7,329.9534,335.00,-5.0466,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:56,195.1,329.9602,335.00,-5.0398,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:58,196.5,329.9670,335.00,-5.0330,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:39:59,197.9,329.9741,335.00,-5.0259,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:00,199.3,329.9821,335.00,-5.0179,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:02,200.7,329.9903,335.00,-5.0097,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:03,202.1,329.9983,335.00,-5.0017,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:05,203.5,330.0066,335.00,-4.9934,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:06,204.9,330.0151,335.00,-4.9849,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:07,206.3,330.0232,335.00,-4.9768,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:09,207.7,330.0329,335.00,-4.9671,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:10,209.1,330.0417,335.00,-4.9583,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:12,210.5,330.0500,335.00,-4.9500,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:13,211.9,330.0588,335.00,-4.9412,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:14,213.4,330.0675,335.00,-4.9325,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:16,214.8,330.0768,335.00,-4.9232,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:17,216.2,330.0856,335.00,-4.9144,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:19,217.6,330.0944,335.00,-4.9056,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:20,219.0,330.1033,335.00,-4.8967,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:21,220.4,330.1125,335.00,-4.8875,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:23,221.8,330.1215,335.00,-4.8785,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:24,223.2,330.1302,335.00,-4.8698,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:26,224.6,330.1397,335.00,-4.8603,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:27,226.0,330.1495,335.00,-4.8505,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:28,227.4,330.1588,335.00,-4.8412,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:30,228.8,330.1672,335.00,-4.8328,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:31,230.2,330.1766,335.00,-4.8234,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:33,231.6,330.1863,335.00,-4.8137,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:34,233.0,330.1951,335.00,-4.8049,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:35,234.4,330.2043,335.00,-4.7957,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:37,235.8,330.2141,335.00,-4.7859,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:38,237.2,330.2231,335.00,-4.7769,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:40,238.6,330.2317,335.00,-4.7683,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:41,240.0,330.2400,335.00,-4.7600,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:42,241.4,330.2494,335.00,-4.7506,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:44,242.8,330.2587,335.00,-4.7413,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:45,244.2,330.2677,335.00,-4.7323,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:47,245.6,330.2765,335.00,-4.7235,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:48,247.0,330.2856,335.00,-4.7144,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:49,248.4,330.2939,335.00,-4.7061,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:51,249.8,330.3026,335.00,-4.6974,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:52,251.3,330.3112,335.00,-4.6888,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:54,252.7,330.3197,335.00,-4.6803,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:55,254.1,330.3284,335.00,-4.6716,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:56,255.5,330.3376,335.00,-4.6624,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:58,256.9,330.3460,335.00,-4.6540,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:40:59,258.3,330.3548,335.00,-4.6452,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:01,259.7,330.3637,335.00,-4.6363,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:02,261.1,330.3723,335.00,-4.6277,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:03,262.5,330.3805,335.00,-4.6195,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:05,263.9,330.3895,335.00,-4.6105,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:06,265.3,330.3977,335.00,-4.6023,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:08,266.7,330.4070,335.00,-4.5930,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:09,268.1,330.4162,335.00,-4.5838,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:11,269.5,330.4246,335.00,-4.5754,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:12,270.9,330.4330,335.00,-4.5670,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
2026-09-04 17:41:13,272.3,330.4427,335.00,-4.5573,100.00,2.000000,2.000000,18.000000,55.000000,MID,RAMPP,RAMPING
