Timestamp,Elapsed_Sec,Temp_A_K,Temp_B_K,Setpoint_K,Error_K,Heater_Pct,Ramp_Rate_K_min,Active_PID_Table,Control_State,P_Gain,I_Gain,D_Gain
2026-09-04 16:51:42,164.1,305.5818,0.0000,305.0000,+0.5818,46.74,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:44,166.0,305.6731,0.0000,305.0000,+0.6731,46.26,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:45,167.9,305.7612,0.0000,305.0000,+0.7612,45.74,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:47,169.9,305.8522,0.0000,305.0000,+0.8522,45.20,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:49,171.8,305.9415,0.0000,305.0000,+0.9415,44.62,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:51,173.8,306.0301,0.0000,305.0000,+1.0301,44.05,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:53,175.7,306.1145,0.0000,305.0000,+1.1145,43.41,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:55,177.6,306.2013,0.0000,305.0000,+1.2013,42.75,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:57,179.6,306.2870,0.0000,305.0000,+1.2870,42.08,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:51:59,181.5,306.3704,0.0000,305.0000,+1.3704,41.40,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:01,183.5,306.4488,0.0000,305.0000,+1.4488,40.67,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:03,185.4,306.5290,0.0000,305.0000,+1.5290,39.91,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:05,187.4,306.6090,0.0000,305.0000,+1.6090,39.11,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:07,189.3,306.6891,0.0000,305.0000,+1.6891,38.29,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:09,191.3,306.7659,0.0000,305.0000,+1.7659,37.47,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:11,193.2,306.8418,0.0000,305.0000,+1.8418,36.61,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:13,195.2,306.9166,0.0000,305.0000,+1.9166,35.71,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:15,197.1,306.9901,0.0000,305.0000,+1.9901,34.80,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:17,199.1,307.0610,0.0000,305.0000,+2.0610,33.94,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:19,201.0,307.1270,0.0000,305.0000,+2.1270,33.04,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:20,202.9,307.1870,0.0000,305.0000,+2.1870,32.08,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:22,204.9,307.2494,0.0000,305.0000,+2.2494,31.11,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:24,206.8,307.3096,0.0000,305.0000,+2.3096,30.12,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:26,208.8,307.3683,0.0000,305.0000,+2.3683,29.12,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:28,210.7,307.4249,0.0000,305.0000,+2.4249,28.15,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:30,212.7,307.4767,0.0000,305.0000,+2.4767,27.11,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:32,214.6,307.5292,0.0000,305.0000,+2.5292,26.09,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:34,216.6,307.5789,0.0000,305.0000,+2.5789,25.03,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:36,218.5,307.6271,0.0000,305.0000,+2.6271,23.94,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:38,220.5,307.6752,0.0000,305.0000,+2.6752,22.84,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:40,222.4,307.7214,0.0000,305.0000,+2.7214,21.75,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:42,224.4,307.7661,0.0000,305.0000,+2.7661,20.62,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:44,226.3,307.8097,0.0000,305.0000,+2.8097,19.47,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:46,228.3,307.8531,0.0000,305.0000,+2.8531,18.34,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:48,230.2,307.8935,0.0000,305.0000,+2.8935,17.25,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:50,232.2,307.9302,0.0000,305.0000,+2.9302,16.09,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:52,234.1,307.9657,0.0000,305.0000,+2.9657,14.94,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:54,236.0,307.9976,0.0000,305.0000,+2.9976,13.78,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:55,238.0,308.0280,0.0000,305.0000,+3.0280,12.65,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:57,239.9,308.0557,0.0000,305.0000,+3.0557,11.46,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:52:59,241.9,308.0833,0.0000,305.0000,+3.0833,10.28,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:01,243.9,308.1096,0.0000,305.0000,+3.1096,9.08,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:03,245.8,308.1349,0.0000,305.0000,+3.1349,7.89,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:05,247.8,308.1559,0.0000,305.0000,+3.1559,6.68,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:07,249.7,308.1774,0.0000,305.0000,+3.1774,5.47,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:09,251.6,308.1967,0.0000,305.0000,+3.1967,4.26,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:11,253.6,308.2141,0.0000,305.0000,+3.2141,3.07,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:13,255.5,308.2288,0.0000,305.0000,+3.2288,1.91,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:15,257.4,308.2409,0.0000,305.0000,+3.2409,0.71,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:17,259.4,308.2521,0.0000,305.0000,+3.2521,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:19,261.3,308.2607,0.0000,305.0000,+3.2607,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:21,263.3,308.2671,0.0000,305.0000,+3.2671,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:23,265.2,308.2723,0.0000,305.0000,+3.2723,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:25,267.1,308.2766,0.0000,305.0000,+3.2766,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:27,269.1,308.2799,0.0000,305.0000,+3.2799,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:29,271.0,308.2810,0.0000,305.0000,+3.2810,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:30,273.0,308.2813,0.0000,305.0000,+3.2813,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:32,274.9,308.2808,0.0000,305.0000,+3.2808,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:34,276.8,308.2801,0.0000,305.0000,+3.2801,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:36,278.8,308.2776,0.0000,305.0000,+3.2776,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:38,280.7,308.2745,0.0000,305.0000,+3.2745,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:40,282.6,308.2716,0.0000,305.0000,+3.2716,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:42,284.6,308.2697,0.0000,305.0000,+3.2697,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:44,286.5,308.2662,0.0000,305.0000,+3.2662,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:46,288.4,308.2627,0.0000,305.0000,+3.2627,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:48,290.4,308.2591,0.0000,305.0000,+3.2591,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:50,292.3,308.2549,0.0000,305.0000,+3.2549,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:52,294.3,308.2504,0.0000,305.0000,+3.2504,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:54,296.2,308.2460,0.0000,305.0000,+3.2460,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:56,298.2,308.2410,0.0000,305.0000,+3.2410,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:53:58,300.1,308.2356,0.0000,305.0000,+3.2356,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:00,302.0,308.2313,0.0000,305.0000,+3.2313,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:01,304.0,308.2262,0.0000,305.0000,+3.2262,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:03,305.9,308.2218,0.0000,305.0000,+3.2218,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:05,307.9,308.2169,0.0000,305.0000,+3.2169,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:07,309.8,308.2121,0.0000,305.0000,+3.2121,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:09,311.7,308.2062,0.0000,305.0000,+3.2062,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:11,313.7,308.2004,0.0000,305.0000,+3.2004,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:13,315.6,308.1956,0.0000,305.0000,+3.1956,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:15,317.6,308.1920,0.0000,305.0000,+3.1920,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:17,319.5,308.1877,0.0000,305.0000,+3.1877,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:19,321.4,308.1830,0.0000,305.0000,+3.1830,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:21,323.4,308.1780,0.0000,305.0000,+3.1780,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:23,325.4,308.1726,0.0000,305.0000,+3.1726,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:25,327.3,308.1696,0.0000,305.0000,+3.1696,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:27,329.3,308.1652,0.0000,305.0000,+3.1652,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:29,331.2,308.1579,0.0000,305.0000,+3.1579,0.00,2.00,2,ON,2.0200,30.4000,52.6000
2026-09-04 16:54:31,333.1,308.1517,0.0000,305.0000,+3.1517,0.00,2.00,2,ON,2.0200,30.4000,52.6000
