Timestamp,Elapsed_Sec,Temp_A_K,Setpoint_K,Error_K,Heater_Pct,Ramp_Rate_K_min,P_Gain,I_Gain,D_Gain,Range,Stage
2026-09-04 17:28:42,110.8,322.5604,327.00,-4.4396,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:43,112.1,322.6245,327.00,-4.3755,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:44,113.4,322.6882,327.00,-4.3118,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:46,114.7,322.7507,327.00,-4.2493,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:47,116.0,322.8125,327.00,-4.1875,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:48,117.3,322.8746,327.00,-4.1254,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:50,118.6,322.9369,327.00,-4.0631,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:51,120.0,322.9998,327.00,-4.0002,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:52,121.3,323.0628,327.00,-3.9372,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:53,122.6,323.1263,327.00,-3.8737,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:55,123.9,323.1892,327.00,-3.8108,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:56,125.2,323.2521,327.00,-3.7479,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:57,126.5,323.3149,327.00,-3.6851,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:28:59,127.8,323.3777,327.00,-3.6223,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:00,129.1,323.4387,327.00,-3.5613,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:01,130.4,323.4997,327.00,-3.5003,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:03,131.7,323.5609,327.00,-3.4391,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:04,133.0,323.6216,327.00,-3.3784,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:05,134.3,323.6828,327.00,-3.3172,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:06,135.6,323.7447,327.00,-3.2553,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:08,136.9,323.8069,327.00,-3.1931,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:09,138.2,323.8688,327.00,-3.1312,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:10,139.5,323.9301,327.00,-3.0699,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:12,140.8,323.9916,327.00,-3.0084,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:13,142.1,324.0527,327.00,-2.9473,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:14,143.4,324.1140,327.00,-2.8860,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:16,144.7,324.1748,327.00,-2.8252,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:17,146.0,324.2353,327.00,-2.7647,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:18,147.3,324.2956,327.00,-2.7044,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:20,148.6,324.3561,327.00,-2.6439,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:21,149.9,324.4174,327.00,-2.5826,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:22,151.2,324.4785,327.00,-2.5215,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:23,152.5,324.5398,327.00,-2.4602,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:25,153.8,324.6000,327.00,-2.4000,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:26,155.1,324.6609,327.00,-2.3391,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:27,156.5,324.7216,327.00,-2.2784,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:29,157.8,324.7821,327.00,-2.2179,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:30,159.1,324.8424,327.00,-2.1576,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:31,160.4,324.9028,327.00,-2.0972,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:33,161.7,324.9634,327.00,-2.0366,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:34,163.0,325.0238,327.00,-1.9762,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:35,164.3,325.0835,327.00,-1.9165,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:36,165.6,325.1435,327.00,-1.8565,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:38,166.9,325.2028,327.00,-1.7972,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:39,168.2,325.2623,327.00,-1.7377,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:40,169.5,325.3221,327.00,-1.6779,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:42,170.8,325.3821,327.00,-1.6179,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:43,172.1,325.4427,327.00,-1.5573,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:44,173.4,325.5021,327.00,-1.4979,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:46,174.7,325.5622,327.00,-1.4378,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:47,176.0,325.6230,327.00,-1.3770,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:48,177.3,325.6838,327.00,-1.3162,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:50,178.6,325.7436,327.00,-1.2564,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:51,179.9,325.8033,327.00,-1.1967,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:52,181.2,325.8630,327.00,-1.1370,50.00,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:53,182.5,325.9226,327.00,-1.0774,49.99,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:55,183.8,325.9818,327.00,-1.0182,49.96,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:56,185.1,326.0417,327.00,-0.9583,49.93,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:57,186.4,326.1018,327.00,-0.8982,49.88,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:29:59,187.7,326.1615,327.00,-0.8385,49.85,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:00,189.0,326.2208,327.00,-0.7792,49.81,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:01,190.4,326.2800,327.00,-0.7200,49.75,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:03,191.7,326.3398,327.00,-0.6602,49.68,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:04,193.0,326.3994,327.00,-0.6006,49.61,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:05,194.3,326.4588,327.00,-0.5412,49.54,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:06,195.6,326.5142,327.00,-0.4858,49.45,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:08,196.9,326.5769,327.00,-0.4231,49.37,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:09,198.2,326.6362,327.00,-0.3638,49.27,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:10,199.5,326.6955,327.00,-0.3045,49.16,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:12,200.8,326.7511,327.00,-0.2489,49.05,2.00,2.0,18.0,55.0,HI,RAMPING
2026-09-04 17:30:13,202.1,326.8103,327.00,-0.1897,48.93,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:14,203.4,326.8697,327.00,-0.1303,48.80,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:16,204.7,326.9284,327.00,-0.0716,48.68,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:17,206.0,326.9869,327.00,-0.0131,48.54,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:18,207.3,327.0458,327.00,+0.0458,48.39,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:20,208.6,327.1050,327.00,+0.1050,48.24,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:21,209.9,327.1632,327.00,+0.1632,48.09,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:22,211.2,327.2208,327.00,+0.2208,47.94,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:23,212.5,327.2781,327.00,+0.2781,47.77,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:25,213.8,327.3358,327.00,+0.3358,47.59,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:26,215.1,327.3935,327.00,+0.3935,47.41,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:27,216.4,327.4514,327.00,+0.4514,47.23,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:29,217.7,327.5085,327.00,+0.5085,47.03,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:30,219.0,327.5649,327.00,+0.5649,46.83,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:31,220.3,327.6214,327.00,+0.6214,46.63,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:33,221.6,327.6779,327.00,+0.6779,46.41,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:34,223.0,327.7340,327.00,+0.7340,46.22,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:35,224.3,327.7887,327.00,+0.7887,46.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:36,225.6,327.8439,327.00,+0.8439,45.77,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:38,226.9,327.8991,327.00,+0.8991,45.54,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:39,228.2,327.9541,327.00,+0.9541,45.30,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:40,229.5,328.0085,327.00,+1.0085,45.06,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:42,230.8,328.0622,327.00,+1.0622,44.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:43,232.1,328.1156,327.00,+1.1156,44.56,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:44,233.4,328.1691,327.00,+1.1691,44.30,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:46,234.7,328.2229,327.00,+1.2229,44.04,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:47,236.0,328.2761,327.00,+1.2761,43.77,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:48,237.3,328.3287,327.00,+1.3287,43.49,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:49,238.6,328.3809,327.00,+1.3809,43.22,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:51,239.9,328.4328,327.00,+1.4328,42.93,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:52,241.2,328.4845,327.00,+1.4845,42.64,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:53,242.5,328.5359,327.00,+1.5359,42.35,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:55,243.8,328.5869,327.00,+1.5869,42.05,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:56,245.1,328.6375,327.00,+1.6375,41.75,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:57,246.4,328.6870,327.00,+1.6870,41.46,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:30:59,247.7,328.7365,327.00,+1.7365,41.13,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:00,249.0,328.7859,327.00,+1.7859,40.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:01,250.3,328.8346,327.00,+1.8346,40.50,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:03,251.6,328.8827,327.00,+1.8827,40.18,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:04,252.9,328.9301,327.00,+1.9301,39.85,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:05,254.2,328.9769,327.00,+1.9769,39.53,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:06,255.5,329.0234,327.00,+2.0234,39.19,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:08,256.8,329.0695,327.00,+2.0695,38.86,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:09,258.2,329.1150,327.00,+2.1150,38.52,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:10,259.5,329.1601,327.00,+2.1601,38.17,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:12,260.8,329.2043,327.00,+2.2043,37.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:13,262.1,329.2481,327.00,+2.2481,37.47,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:14,263.4,329.2914,327.00,+2.2914,37.12,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:16,264.7,329.3335,327.00,+2.3335,36.77,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:17,266.0,329.3754,327.00,+2.3754,36.40,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:18,267.3,329.4174,327.00,+2.4174,36.03,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:19,268.6,329.4595,327.00,+2.4595,35.67,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:21,269.9,329.4999,327.00,+2.4999,35.29,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:22,271.2,329.5409,327.00,+2.5409,34.91,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:23,272.5,329.5814,327.00,+2.5814,34.53,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:25,273.8,329.6205,327.00,+2.6205,34.15,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:26,275.1,329.6590,327.00,+2.6590,33.76,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:27,276.4,329.6971,327.00,+2.6971,33.39,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:29,277.7,329.7347,327.00,+2.7347,32.99,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:30,279.0,329.7719,327.00,+2.7719,32.59,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:31,280.3,329.8089,327.00,+2.8089,32.21,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:33,281.6,329.8440,327.00,+2.8440,31.82,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:34,282.9,329.8781,327.00,+2.8781,31.43,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:35,284.2,329.9133,327.00,+2.9133,31.00,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:36,285.5,329.9480,327.00,+2.9480,30.60,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:38,286.8,329.9821,327.00,+2.9821,30.19,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:39,288.2,330.0161,327.00,+3.0161,29.77,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:40,289.5,330.0496,327.00,+3.0496,29.36,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:42,290.8,330.0829,327.00,+3.0829,28.94,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:43,292.1,330.1148,327.00,+3.1148,28.52,2.00,2.0,18.0,55.0,HI,SETTLED
2026-09-04 17:31:44,293.4,330.1468,327.00,+3.1468,28.09,2.00,2.0,18.0,55.0,HI,SETTLED
